fdic_cert_number,quarter_end_date,bank_id,is_event_quarter,distress_within_4q,event_reason
110,2023-12-31,ozk,0,0,
110,2024-03-31,ozk,0,0,
110,2024-06-30,ozk,0,0,
110,2024-09-30,ozk,0,0,
110,2024-12-31,ozk,0,0,
110,2025-03-31,ozk,0,0,
131,2017-03-31,sbcf,0,0,
131,2017-06-30,sbcf,0,0,
131,2017-09-30,sbcf,0,0,
131,2017-12-31,sbcf,0,0,
131,2018-03-31,sbcf,0,0,
131,2018-06-30,sbcf,0,0,
131,2018-09-30,sbcf,0,0,
131,2018-12-31,sbcf,0,0,
131,2019-03-31,sbcf,0,0,
131,2019-06-30,sbcf,0,0,
131,2019-09-30,sbcf,0,0,
131,2019-12-31,sbcf,0,0,
131,2020-03-31,sbcf,0,0,
131,2020-06-30,sbcf,0,0,
131,2020-09-30,sbcf,0,0,
131,2020-12-31,sbcf,0,0,
131,2021-03-31,sbcf,0,0,
131,2021-06-30,sbcf,0,0,
131,2021-09-30,sbcf,0,0,
131,2021-12-31,sbcf,0,0,
131,2022-03-31,sbcf,0,0,
131,2022-06-30,sbcf,0,0,
131,2022-09-30,sbcf,0,0,
131,2022-12-31,sbcf,0,0,
131,2023-03-31,sbcf,0,0,
131,2023-06-30,sbcf,0,0,
131,2023-09-30,sbcf,0,0,
131,2023-12-31,sbcf,0,0,
131,2024-03-31,sbcf,0,0,
131,2024-06-30,sbcf,0,0,
131,2024-09-30,sbcf,0,0,
131,2024-12-31,sbcf,0,0,
131,2025-03-31,sbcf,0,0,
588,2017-03-31,mtb,0,0,
588,2017-06-30,mtb,0,0,
588,2017-09-30,mtb,0,0,
588,2017-12-31,mtb,0,0,
588,2018-03-31,mtb,0,0,
588,2018-06-30,mtb,0,0,
588,2018-09-30,mtb,0,0,
588,2018-12-31,mtb,0,0,
588,2019-03-31,mtb,0,0,
588,2019-06-30,mtb,0,0,
588,2019-09-30,mtb,0,0,
588,2019-12-31,mtb,0,1,
588,2020-03-31,mtb,0,1,
588,2020-06-30,mtb,0,1,
588,2020-09-30,mtb,0,1,
588,2020-12-31,mtb,1,0,npl_spike
588,2021-03-31,mtb,0,0,
588,2021-06-30,mtb,0,0,
588,2021-09-30,mtb,0,0,
588,2021-12-31,mtb,0,0,
588,2022-03-31,mtb,0,0,
588,2022-06-30,mtb,0,0,
588,2022-09-30,mtb,0,0,
588,2022-12-31,mtb,0,0,
588,2023-03-31,mtb,0,0,
588,2023-06-30,mtb,0,0,
588,2023-09-30,mtb,0,0,
588,2023-12-31,mtb,0,0,
588,2024-03-31,mtb,0,0,
588,2024-06-30,mtb,0,0,
588,2024-09-30,mtb,0,0,
588,2024-12-31,mtb,0,0,
588,2025-03-31,mtb,0,0,
628,2017-03-31,jpm,0,0,
628,2017-06-30,jpm,0,0,
628,2017-09-30,jpm,0,0,
628,2017-12-31,jpm,0,0,
628,2018-03-31,jpm,0,0,
628,2018-06-30,jpm,0,0,
628,2018-09-30,jpm,0,0,
628,2018-12-31,jpm,0,0,
628,2019-03-31,jpm,0,0,
628,2019-06-30,jpm,0,0,
628,2019-09-30,jpm,0,0,
628,2019-12-31,jpm,0,0,
628,2020-03-31,jpm,0,0,
628,2020-06-30,jpm,0,0,
628,2020-09-30,jpm,0,0,
628,2020-12-31,jpm,0,0,
628,2021-03-31,jpm,0,0,
628,2021-06-30,jpm,0,0,
628,2021-09-30,jpm,0,0,
628,2021-12-31,jpm,0,0,
628,2022-03-31,jpm,0,0,
628,2022-06-30,jpm,0,0,
628,2022-09-30,jpm,0,0,
628,2022-12-31,jpm,0,0,
628,2023-03-31,jpm,0,0,
628,2023-06-30,jpm,0,0,
628,2023-09-30,jpm,0,0,
628,2023-12-31,jpm,0,0,
628,2024-03-31,jpm,0,0,
628,2024-06-30,jpm,0,0,
628,2024-09-30,jpm,0,0,
628,2024-12-31,jpm,0,0,
628,2025-03-31,jpm,0,0,
639,2017-03-31,bny,0,0,
639,2017-06-30,bny,0,0,
639,2017-09-30,bny,0,0,
639,2017-12-31,bny,0,0,
639,2018-03-31,bny,0,0,
639,2018-06-30,bny,0,0,
639,2018-09-30,bny,0,0,
639,2018-12-31,bny,0,0,
639,2019-03-31,bny,0,0,
639,2019-06-30,bny,0,0,
639,2019-09-30,bny,0,0,
639,2019-12-31,bny,0,0,
639,2020-03-31,bny,0,0,
639,2020-06-30,bny,0,0,
639,2020-09-30,bny,0,0,
639,2020-12-31,bny,0,0,
639,2021-03-31,bny,0,0,
639,2021-06-30,bny,0,0,
639,2021-09-30,bny,0,0,
639,2021-12-31,bny,0,0,
639,2022-03-31,bny,0,0,
639,2022-06-30,bny,0,0,
639,2022-09-30,bny,0,0,
639,2022-12-31,bny,0,0,
639,2023-03-31,bny,0,0,
639,2023-06-30,bny,0,0,
639,2023-09-30,bny,0,0,
639,2023-12-31,bny,0,0,
639,2024-03-31,bny,0,0,
639,2024-06-30,bny,0,0,
639,2024-09-30,bny,0,0,
639,2024-12-31,bny,0,0,
639,2025-03-31,bny,0,0,
803,2017-03-31,wsbc,0,0,
803,2017-06-30,wsbc,0,0,
803,2017-09-30,wsbc,0,0,
803,2017-12-31,wsbc,0,0,
803,2018-03-31,wsbc,0,0,
803,2018-06-30,wsbc,0,0,
803,2018-09-30,wsbc,0,0,
803,2018-12-31,wsbc,0,0,
803,2019-03-31,wsbc,0,0,
803,2019-06-30,wsbc,0,0,
803,2019-09-30,wsbc,0,0,
803,2019-12-31,wsbc,0,0,
803,2020-03-31,wsbc,0,0,
803,2020-06-30,wsbc,0,0,
803,2020-09-30,wsbc,0,0,
803,2020-12-31,wsbc,0,0,
803,2021-03-31,wsbc,0,0,
803,2021-06-30,wsbc,0,0,
803,2021-09-30,wsbc,0,0,
803,2021-12-31,wsbc,0,0,
803,2022-03-31,wsbc,0,0,
803,2022-06-30,wsbc,0,0,
803,2022-09-30,wsbc,0,0,
803,2022-12-31,wsbc,0,0,
803,2023-03-31,wsbc,0,0,
803,2023-06-30,wsbc,0,0,
803,2023-09-30,wsbc,0,0,
803,2023-12-31,wsbc,0,0,
803,2024-03-31,wsbc,0,0,
803,2024-06-30,wsbc,0,0,
803,2024-09-30,wsbc,0,0,
803,2024-12-31,wsbc,0,0,
803,2025-03-31,wsbc,0,0,
913,2017-03-31,ntrs,0,0,
913,2017-06-30,ntrs,0,0,
913,2017-09-30,ntrs,0,0,
913,2017-12-31,ntrs,0,0,
913,2018-03-31,ntrs,0,0,
913,2018-06-30,ntrs,0,0,
913,2018-09-30,ntrs,0,0,
913,2018-12-31,ntrs,0,0,
913,2019-03-31,ntrs,0,0,
913,2019-06-30,ntrs,0,0,
913,2019-09-30,ntrs,0,0,
913,2019-12-31,ntrs,0,0,
913,2020-03-31,ntrs,0,0,
913,2020-06-30,ntrs,0,0,
913,2020-09-30,ntrs,0,0,
913,2020-12-31,ntrs,0,0,
913,2021-03-31,ntrs,0,0,
913,2021-06-30,ntrs,0,0,
913,2021-09-30,ntrs,0,0,
913,2021-12-31,ntrs,0,0,
913,2022-03-31,ntrs,0,1,
913,2022-06-30,ntrs,0,1,
913,2022-09-30,ntrs,0,1,
913,2022-12-31,ntrs,0,1,
913,2023-03-31,ntrs,1,0,deposit_outflow
913,2023-06-30,ntrs,0,0,
913,2023-09-30,ntrs,0,0,
913,2023-12-31,ntrs,0,0,
913,2024-03-31,ntrs,0,0,
913,2024-06-30,ntrs,0,0,
913,2024-09-30,ntrs,0,0,
913,2024-12-31,ntrs,0,0,
913,2025-03-31,ntrs,0,0,
1105,2017-03-31,fibk,0,0,
1105,2017-06-30,fibk,0,0,
1105,2017-09-30,fibk,0,0,
1105,2017-12-31,fibk,0,0,
1105,2018-03-31,fibk,0,0,
1105,2018-06-30,fibk,0,0,
1105,2018-09-30,fibk,0,0,
1105,2018-12-31,fibk,0,0,
1105,2019-03-31,fibk,0,0,
1105,2019-06-30,fibk,0,0,
1105,2019-09-30,fibk,0,0,
1105,2019-12-31,fibk,0,0,
1105,2020-03-31,fibk,0,0,
1105,2020-06-30,fibk,0,0,
1105,2020-09-30,fibk,0,0,
1105,2020-12-31,fibk,0,0,
1105,2021-03-31,fibk,0,0,
1105,2021-06-30,fibk,0,0,
1105,2021-09-30,fibk,0,0,
1105,2021-12-31,fibk,0,0,
1105,2022-03-31,fibk,0,0,
1105,2022-06-30,fibk,0,0,
1105,2022-09-30,fibk,0,0,
1105,2022-12-31,fibk,0,0,
1105,2023-03-31,fibk,0,0,
1105,2023-06-30,fibk,0,0,
1105,2023-09-30,fibk,0,0,
1105,2023-12-31,fibk,0,0,
1105,2024-03-31,fibk,0,0,
1105,2024-06-30,fibk,0,0,
1105,2024-09-30,fibk,0,0,
1105,2024-12-31,fibk,0,0,
1105,2025-03-31,fibk,0,0,
2270,2017-03-31,zion,0,0,
2270,2017-06-30,zion,0,0,
2270,2017-09-30,zion,0,0,
2270,2017-12-31,zion,0,0,
2270,2018-03-31,zion,0,0,
2270,2018-06-30,zion,0,0,
2270,2018-09-30,zion,0,0,
2270,2018-12-31,zion,0,0,
2270,2019-03-31,zion,0,0,
2270,2019-06-30,zion,0,0,
2270,2019-09-30,zion,0,0,
2270,2019-12-31,zion,0,0,
2270,2020-03-31,zion,0,0,
2270,2020-06-30,zion,0,0,
2270,2020-09-30,zion,0,0,
2270,2020-12-31,zion,0,0,
2270,2021-03-31,zion,0,0,
2270,2021-06-30,zion,0,0,
2270,2021-09-30,zion,0,0,
2270,2021-12-31,zion,0,0,
2270,2022-03-31,zion,0,0,
2270,2022-06-30,zion,0,0,
2270,2022-09-30,zion,0,0,
2270,2022-12-31,zion,0,0,
2270,2023-03-31,zion,0,0,
2270,2023-06-30,zion,0,0,
2270,2023-09-30,zion,0,0,
2270,2023-12-31,zion,0,0,
2270,2024-03-31,zion,0,0,
2270,2024-06-30,zion,0,0,
2270,2024-09-30,zion,0,0,
2270,2024-12-31,zion,0,0,
2270,2025-03-31,zion,0,0,
3066,2017-03-31,ffin,0,0,
3066,2017-06-30,ffin,0,0,
3066,2017-09-30,ffin,0,0,
3066,2017-12-31,ffin,0,0,
3066,2018-03-31,ffin,0,0,
3066,2018-06-30,ffin,0,0,
3066,2018-09-30,ffin,0,0,
3066,2018-12-31,ffin,0,0,
3066,2019-03-31,ffin,0,0,
3066,2019-06-30,ffin,0,0,
3066,2019-09-30,ffin,0,0,
3066,2019-12-31,ffin,0,0,
3066,2020-03-31,ffin,0,0,
3066,2020-06-30,ffin,0,0,
3066,2020-09-30,ffin,0,0,
3066,2020-12-31,ffin,0,0,
3066,2021-03-31,ffin,0,0,
3066,2021-06-30,ffin,0,0,
3066,2021-09-30,ffin,0,0,
3066,2021-12-31,ffin,0,0,
3066,2022-03-31,ffin,0,0,
3066,2022-06-30,ffin,0,0,
3066,2022-09-30,ffin,0,0,
3066,2022-12-31,ffin,0,0,
3066,2023-03-31,ffin,0,0,
3066,2023-06-30,ffin,0,0,
3066,2023-09-30,ffin,0,0,
3066,2023-12-31,ffin,0,0,
3066,2024-03-31,ffin,0,0,
3066,2024-06-30,ffin,0,0,
3066,2024-09-30,ffin,0,0,
3066,2024-12-31,ffin,0,0,
3066,2025-03-31,ffin,0,0,
3510,2017-03-31,bac,0,0,
3510,2017-06-30,bac,0,0,
3510,2017-09-30,bac,0,0,
3510,2017-12-31,bac,0,0,
3510,2018-03-31,bac,0,0,
3510,2018-06-30,bac,0,0,
3510,2018-09-30,bac,0,0,
3510,2018-12-31,bac,0,0,
3510,2019-03-31,bac,0,0,
3510,2019-06-30,bac,0,0,
3510,2019-09-30,bac,0,0,
3510,2019-12-31,bac,0,0,
3510,2020-03-31,bac,0,0,
3510,2020-06-30,bac,0,0,
3510,2020-09-30,bac,0,0,
3510,2020-12-31,bac,0,0,
3510,2021-03-31,bac,0,0,
3510,2021-06-30,bac,0,0,
3510,2021-09-30,bac,0,0,
3510,2021-12-31,bac,0,0,
3510,2022-03-31,bac,0,0,
3510,2022-06-30,bac,0,0,
3510,2022-09-30,bac,0,0,
3510,2022-12-31,bac,0,0,
3510,2023-03-31,bac,0,0,
3510,2023-06-30,bac,0,0,
3510,2023-09-30,bac,0,0,
3510,2023-12-31,bac,0,0,
3510,2024-03-31,bac,0,0,
3510,2024-06-30,bac,0,0,
3510,2024-09-30,bac,0,0,
3510,2024-12-31,bac,0,0,
3510,2025-03-31,bac,0,0,
3511,2017-03-31,wfc,0,0,
3511,2017-06-30,wfc,0,0,
3511,2017-09-30,wfc,0,0,
3511,2017-12-31,wfc,0,0,
3511,2018-03-31,wfc,0,0,
3511,2018-06-30,wfc,0,0,
3511,2018-09-30,wfc,0,0,
3511,2018-12-31,wfc,0,0,
3511,2019-03-31,wfc,0,0,
3511,2019-06-30,wfc,0,0,
3511,2019-09-30,wfc,0,0,
3511,2019-12-31,wfc,0,0,
3511,2020-03-31,wfc,0,0,
3511,2020-06-30,wfc,0,0,
3511,2020-09-30,wfc,0,0,
3511,2020-12-31,wfc,0,0,
3511,2021-03-31,wfc,0,0,
3511,2021-06-30,wfc,0,0,
3511,2021-09-30,wfc,0,0,
3511,2021-12-31,wfc,0,0,
3511,2022-03-31,wfc,0,0,
3511,2022-06-30,wfc,0,0,
3511,2022-09-30,wfc,0,0,
3511,2022-12-31,wfc,0,0,
3511,2023-03-31,wfc,0,0,
3511,2023-06-30,wfc,0,0,
3511,2023-09-30,wfc,0,0,
3511,2023-12-31,wfc,0,0,
3511,2024-03-31,wfc,0,0,
3511,2024-06-30,wfc,0,0,
3511,2024-09-30,wfc,0,0,
3511,2024-12-31,wfc,0,0,
3511,2025-03-31,wfc,0,0,
3832,2017-03-31,onb,0,0,
3832,2017-06-30,onb,0,0,
3832,2017-09-30,onb,0,0,
3832,2017-12-31,onb,0,0,
3832,2018-03-31,onb,0,0,
3832,2018-06-30,onb,0,0,
3832,2018-09-30,onb,0,0,
3832,2018-12-31,onb,0,0,
3832,2019-03-31,onb,0,0,
3832,2019-06-30,onb,0,0,
3832,2019-09-30,onb,0,0,
3832,2019-12-31,onb,0,0,
3832,2020-03-31,onb,0,0,
3832,2020-06-30,onb,0,0,
3832,2020-09-30,onb,0,0,
3832,2020-12-31,onb,0,0,
3832,2021-03-31,onb,0,0,
3832,2021-06-30,onb,0,0,
3832,2021-09-30,onb,0,0,
3832,2021-12-31,onb,0,0,
3832,2022-03-31,onb,0,0,
3832,2022-06-30,onb,0,0,
3832,2022-09-30,onb,0,0,
3832,2022-12-31,onb,0,0,
3832,2023-03-31,onb,0,0,
3832,2023-06-30,onb,0,0,
3832,2023-09-30,onb,0,0,
3832,2023-12-31,onb,0,0,
3832,2024-03-31,onb,0,0,
3832,2024-06-30,onb,0,0,
3832,2024-09-30,onb,0,0,
3832,2024-12-31,onb,0,0,
3832,2025-03-31,onb,0,0,
3890,2017-03-31,sfnc,0,0,
3890,2017-06-30,sfnc,0,0,
3890,2017-09-30,sfnc,0,0,
3890,2017-12-31,sfnc,0,0,
3890,2018-03-31,sfnc,0,0,
3890,2018-06-30,sfnc,0,0,
3890,2018-09-30,sfnc,0,0,
3890,2018-12-31,sfnc,0,0,
3890,2019-03-31,sfnc,0,0,
3890,2019-06-30,sfnc,0,0,
3890,2019-09-30,sfnc,0,0,
3890,2019-12-31,sfnc,0,0,
3890,2020-03-31,sfnc,0,0,
3890,2020-06-30,sfnc,0,0,
3890,2020-09-30,sfnc,0,0,
3890,2020-12-31,sfnc,0,0,
3890,2021-03-31,sfnc,0,0,
3890,2021-06-30,sfnc,0,0,
3890,2021-09-30,sfnc,0,0,
3890,2021-12-31,sfnc,0,0,
3890,2022-03-31,sfnc,0,0,
3890,2022-06-30,sfnc,0,0,
3890,2022-09-30,sfnc,0,0,
3890,2022-12-31,sfnc,0,0,
3890,2023-03-31,sfnc,0,0,
3890,2023-06-30,sfnc,0,0,
3890,2023-09-30,sfnc,0,0,
3890,2023-12-31,sfnc,0,0,
3890,2024-03-31,sfnc,0,0,
3890,2024-06-30,sfnc,0,0,
3890,2024-09-30,sfnc,0,0,
3890,2024-12-31,sfnc,0,0,
3890,2025-03-31,sfnc,0,0,
4214,2017-03-31,bokf,0,0,
4214,2017-06-30,bokf,0,0,
4214,2017-09-30,bokf,0,0,
4214,2017-12-31,bokf,0,0,
4214,2018-03-31,bokf,0,0,
4214,2018-06-30,bokf,0,0,
4214,2018-09-30,bokf,0,0,
4214,2018-12-31,bokf,0,0,
4214,2019-03-31,bokf,0,0,
4214,2019-06-30,bokf,0,1,
4214,2019-09-30,bokf,0,1,
4214,2019-12-31,bokf,0,1,
4214,2020-03-31,bokf,0,1,
4214,2020-06-30,bokf,1,0,npl_spike
4214,2020-09-30,bokf,0,0,
4214,2020-12-31,bokf,0,0,
4214,2021-03-31,bokf,0,0,
4214,2021-06-30,bokf,0,0,
4214,2021-09-30,bokf,0,0,
4214,2021-12-31,bokf,0,0,
4214,2022-03-31,bokf,0,0,
4214,2022-06-30,bokf,0,0,
4214,2022-09-30,bokf,0,0,
4214,2022-12-31,bokf,0,0,
4214,2023-03-31,bokf,0,0,
4214,2023-06-30,bokf,0,0,
4214,2023-09-30,bokf,0,0,
4214,2023-12-31,bokf,0,0,
4214,2024-03-31,bokf,0,0,
4214,2024-06-30,bokf,0,0,
4214,2024-09-30,bokf,0,0,
4214,2024-12-31,bokf,0,0,
4214,2025-03-31,bokf,0,0,
4297,2017-03-31,cof,0,0,
4297,2017-06-30,cof,0,0,
4297,2017-09-30,cof,0,0,
4297,2017-12-31,cof,0,0,
4297,2018-03-31,cof,0,0,
4297,2018-06-30,cof,0,0,
4297,2018-09-30,cof,0,0,
4297,2018-12-31,cof,0,0,
4297,2019-03-31,cof,0,0,
4297,2019-06-30,cof,0,0,
4297,2019-09-30,cof,0,0,
4297,2019-12-31,cof,0,0,
4297,2020-03-31,cof,0,0,
4297,2020-06-30,cof,0,0,
4297,2020-09-30,cof,0,0,
4297,2020-12-31,cof,0,0,
4297,2021-03-31,cof,0,0,
4297,2021-06-30,cof,0,0,
4297,2021-09-30,cof,0,0,
4297,2021-12-31,cof,0,0,
4297,2022-03-31,cof,0,0,
4297,2022-06-30,cof,0,0,
4297,2022-09-30,cof,0,0,
4297,2022-12-31,cof,0,0,
4297,2023-03-31,cof,0,0,
4297,2023-06-30,cof,0,0,
4297,2023-09-30,cof,0,0,
4297,2023-12-31,cof,0,0,
4297,2024-03-31,cof,0,0,
4297,2024-06-30,cof,0,0,
4297,2024-09-30,cof,0,0,
4297,2024-12-31,cof,0,0,
4297,2025-03-31,cof,0,0,
4365,2017-03-31,frme,0,0,
4365,2017-06-30,frme,0,0,
4365,2017-09-30,frme,0,0,
4365,2017-12-31,frme,0,0,
4365,2018-03-31,frme,0,0,
4365,2018-06-30,frme,0,0,
4365,2018-09-30,frme,0,0,
4365,2018-12-31,frme,0,0,
4365,2019-03-31,frme,0,0,
4365,2019-06-30,frme,0,0,
4365,2019-09-30,frme,0,0,
4365,2019-12-31,frme,0,0,
4365,2020-03-31,frme,0,0,
4365,2020-06-30,frme,0,0,
4365,2020-09-30,frme,0,0,
4365,2020-12-31,frme,0,0,
4365,2021-03-31,frme,0,0,
4365,2021-06-30,frme,0,0,
4365,2021-09-30,frme,0,0,
4365,2021-12-31,frme,0,0,
4365,2022-03-31,frme,0,0,
4365,2022-06-30,frme,0,0,
4365,2022-09-30,frme,0,0,
4365,2022-12-31,frme,0,0,
4365,2023-03-31,frme,0,0,
4365,2023-06-30,frme,0,0,
4365,2023-09-30,frme,0,0,
4365,2023-12-31,frme,0,0,
4365,2024-03-31,frme,0,0,
4365,2024-06-30,frme,0,0,
4365,2024-09-30,frme,0,0,
4365,2024-12-31,frme,0,0,
4365,2025-03-31,frme,0,0,
4977,2017-03-31,fhn,0,0,
4977,2017-06-30,fhn,0,0,
4977,2017-09-30,fhn,0,0,
4977,2017-12-31,fhn,0,0,
4977,2018-03-31,fhn,0,0,
4977,2018-06-30,fhn,0,0,
4977,2018-09-30,fhn,0,0,
4977,2018-12-31,fhn,0,0,
4977,2019-03-31,fhn,0,0,
4977,2019-06-30,fhn,0,0,
4977,2019-09-30,fhn,0,0,
4977,2019-12-31,fhn,0,0,
4977,2020-03-31,fhn,0,0,
4977,2020-06-30,fhn,0,0,
4977,2020-09-30,fhn,0,0,
4977,2020-12-31,fhn,0,0,
4977,2021-03-31,fhn,0,0,
4977,2021-06-30,fhn,0,0,
4977,2021-09-30,fhn,0,0,
4977,2021-12-31,fhn,0,0,
4977,2022-03-31,fhn,0,0,
4977,2022-06-30,fhn,0,0,
4977,2022-09-30,fhn,0,0,
4977,2022-12-31,fhn,0,0,
4977,2023-03-31,fhn,0,0,
4977,2023-06-30,fhn,0,0,
4977,2023-09-30,fhn,0,0,
4977,2023-12-31,fhn,0,0,
4977,2024-03-31,fhn,0,0,
4977,2024-06-30,fhn,0,0,
4977,2024-09-30,fhn,0,0,
4977,2024-12-31,fhn,0,0,
4977,2025-03-31,fhn,0,0,
4988,2017-03-31,trmk,0,0,
4988,2017-06-30,trmk,0,0,
4988,2017-09-30,trmk,0,0,
4988,2017-12-31,trmk,0,0,
4988,2018-03-31,trmk,0,0,
4988,2018-06-30,trmk,0,0,
4988,2018-09-30,trmk,0,0,
4988,2018-12-31,trmk,0,0,
4988,2019-03-31,trmk,0,0,
4988,2019-06-30,trmk,0,0,
4988,2019-09-30,trmk,0,0,
4988,2019-12-31,trmk,0,0,
4988,2020-03-31,trmk,0,0,
4988,2020-06-30,trmk,0,0,
4988,2020-09-30,trmk,0,0,
4988,2020-12-31,trmk,0,0,
4988,2021-03-31,trmk,0,0,
4988,2021-06-30,trmk,0,0,
4988,2021-09-30,trmk,0,0,
4988,2021-12-31,trmk,0,0,
4988,2022-03-31,trmk,0,0,
4988,2022-06-30,trmk,0,0,
4988,2022-09-30,trmk,0,0,
4988,2022-12-31,trmk,0,0,
4988,2023-03-31,trmk,0,0,
4988,2023-06-30,trmk,0,0,
4988,2023-09-30,trmk,0,0,
4988,2023-12-31,trmk,0,0,
4988,2024-03-31,trmk,0,0,
4988,2024-06-30,trmk,0,0,
4988,2024-09-30,trmk,0,0,
4988,2024-12-31,trmk,0,0,
4988,2025-03-31,trmk,0,0,
5296,2017-03-31,asb,0,0,
5296,2017-06-30,asb,0,0,
5296,2017-09-30,asb,0,0,
5296,2017-12-31,asb,0,0,
5296,2018-03-31,asb,0,0,
5296,2018-06-30,asb,0,0,
5296,2018-09-30,asb,0,0,
5296,2018-12-31,asb,0,0,
5296,2019-03-31,asb,0,0,
5296,2019-06-30,asb,0,0,
5296,2019-09-30,asb,0,0,
5296,2019-12-31,asb,0,0,
5296,2020-03-31,asb,0,0,
5296,2020-06-30,asb,0,0,
5296,2020-09-30,asb,0,0,
5296,2020-12-31,asb,0,0,
5296,2021-03-31,asb,0,0,
5296,2021-06-30,asb,0,0,
5296,2021-09-30,asb,0,0,
5296,2021-12-31,asb,0,0,
5296,2022-03-31,asb,0,0,
5296,2022-06-30,asb,0,0,
5296,2022-09-30,asb,0,0,
5296,2022-12-31,asb,0,0,
5296,2023-03-31,asb,0,0,
5296,2023-06-30,asb,0,0,
5296,2023-09-30,asb,0,0,
5296,2023-12-31,asb,0,0,
5296,2024-03-31,asb,0,0,
5296,2024-06-30,asb,0,0,
5296,2024-09-30,asb,0,0,
5296,2024-12-31,asb,0,0,
5296,2025-03-31,asb,0,0,
5510,2017-03-31,cfr,0,0,
5510,2017-06-30,cfr,0,0,
5510,2017-09-30,cfr,0,0,
5510,2017-12-31,cfr,0,0,
5510,2018-03-31,cfr,0,0,
5510,2018-06-30,cfr,0,0,
5510,2018-09-30,cfr,0,0,
5510,2018-12-31,cfr,0,0,
5510,2019-03-31,cfr,0,0,
5510,2019-06-30,cfr,0,0,
5510,2019-09-30,cfr,0,0,
5510,2019-12-31,cfr,0,0,
5510,2020-03-31,cfr,0,0,
5510,2020-06-30,cfr,0,0,
5510,2020-09-30,cfr,0,0,
5510,2020-12-31,cfr,0,0,
5510,2021-03-31,cfr,0,0,
5510,2021-06-30,cfr,0,0,
5510,2021-09-30,cfr,0,0,
5510,2021-12-31,cfr,0,0,
5510,2022-03-31,cfr,0,0,
5510,2022-06-30,cfr,0,0,
5510,2022-09-30,cfr,0,0,
5510,2022-12-31,cfr,0,0,
5510,2023-03-31,cfr,0,0,
5510,2023-06-30,cfr,0,0,
5510,2023-09-30,cfr,0,0,
5510,2023-12-31,cfr,0,0,
5510,2024-03-31,cfr,0,0,
5510,2024-06-30,cfr,0,0,
5510,2024-09-30,cfr,0,0,
5510,2024-12-31,cfr,0,0,
5510,2025-03-31,cfr,0,0,
6384,2017-03-31,pnc,0,0,
6384,2017-06-30,pnc,0,0,
6384,2017-09-30,pnc,0,0,
6384,2017-12-31,pnc,0,0,
6384,2018-03-31,pnc,0,0,
6384,2018-06-30,pnc,0,0,
6384,2018-09-30,pnc,0,0,
6384,2018-12-31,pnc,0,0,
6384,2019-03-31,pnc,0,0,
6384,2019-06-30,pnc,0,0,
6384,2019-09-30,pnc,0,0,
6384,2019-12-31,pnc,0,0,
6384,2020-03-31,pnc,0,0,
6384,2020-06-30,pnc,0,0,
6384,2020-09-30,pnc,0,0,
6384,2020-12-31,pnc,0,0,
6384,2021-03-31,pnc,0,0,
6384,2021-06-30,pnc,0,0,
6384,2021-09-30,pnc,0,0,
6384,2021-12-31,pnc,0,0,
6384,2022-03-31,pnc,0,0,
6384,2022-06-30,pnc,0,0,
6384,2022-09-30,pnc,0,0,
6384,2022-12-31,pnc,0,0,
6384,2023-03-31,pnc,0,0,
