fdic_cert_number,quarter_end_date,bank_id,is_event_quarter,distress_within_4q,event_reason
35,2025-03-31,,0,0,
39,2017-03-31,,0,0,
39,2017-06-30,,0,0,
39,2017-09-30,,0,0,
39,2017-12-31,,0,0,
39,2018-03-31,,0,0,
39,2018-06-30,,0,0,
39,2018-09-30,,0,0,
39,2018-12-31,,0,0,
39,2019-03-31,,0,0,
39,2019-06-30,,0,0,
39,2019-09-30,,0,0,
39,2019-12-31,,0,0,
39,2020-03-31,,0,0,
39,2020-06-30,,0,0,
39,2020-09-30,,0,0,
39,2020-12-31,,0,0,
39,2021-03-31,,0,0,
39,2021-06-30,,0,0,
39,2021-09-30,,0,0,
39,2021-12-31,,0,0,
39,2022-03-31,,0,0,
39,2022-06-30,,0,0,
39,2022-09-30,,0,0,
39,2022-12-31,,0,0,
39,2023-03-31,,0,0,
39,2023-06-30,,0,0,
39,2023-09-30,,0,0,
39,2023-12-31,,0,0,
39,2024-03-31,,0,0,
39,2024-06-30,,0,0,
39,2024-09-30,,0,0,
39,2024-12-31,,0,0,
39,2025-03-31,,0,0,
41,2017-03-31,,0,0,
41,2017-06-30,,0,0,
41,2017-09-30,,0,0,
41,2017-12-31,,0,0,
41,2018-03-31,,0,0,
41,2018-06-30,,0,0,
41,2018-09-30,,0,0,
41,2018-12-31,,0,0,
41,2019-03-31,,0,0,
41,2019-06-30,,0,0,
41,2019-09-30,,0,0,
41,2019-12-31,,0,0,
41,2020-03-31,,0,0,
41,2020-06-30,,0,0,
41,2020-09-30,,0,0,
41,2020-12-31,,0,0,
41,2021-03-31,,0,0,
41,2021-06-30,,0,0,
41,2021-09-30,,0,0,
41,2021-12-31,,0,0,
41,2022-03-31,,0,0,
41,2022-06-30,,0,0,
41,2022-09-30,,0,0,
41,2022-12-31,,0,0,
41,2023-03-31,,0,0,
41,2023-06-30,,0,0,
41,2023-09-30,,0,0,
41,2023-12-31,,0,0,
41,2024-03-31,,0,0,
41,2024-06-30,,0,0,
41,2024-09-30,,0,0,
41,2024-12-31,,0,0,
41,2025-03-31,,0,0,
46,2017-03-31,,0,0,
46,2017-06-30,,0,0,
46,2017-09-30,,0,0,
46,2017-12-31,,0,0,
46,2018-03-31,,0,0,
46,2018-06-30,,0,0,
46,2018-09-30,,0,0,
46,2018-12-31,,0,0,
46,2019-03-31,,0,0,
46,2019-06-30,,0,0,
46,2019-09-30,,0,0,
46,2019-12-31,,0,0,
46,2020-03-31,,0,0,
46,2020-06-30,,0,0,
46,2020-09-30,,0,0,
46,2020-12-31,,0,0,
47,2017-03-31,,0,0,
47,2017-06-30,,0,0,
47,2017-09-30,,0,0,
47,2017-12-31,,0,0,
47,2018-03-31,,0,0,
47,2018-06-30,,0,0,
47,2018-09-30,,0,0,
47,2018-12-31,,0,0,
47,2019-03-31,,0,0,
47,2019-06-30,,0,0,
49,2017-03-31,,0,0,
49,2017-06-30,,0,0,
49,2017-09-30,,0,0,
49,2017-12-31,,0,0,
49,2018-03-31,,0,0,
49,2018-06-30,,0,0,
49,2018-09-30,,0,0,
49,2018-12-31,,0,0,
49,2019-03-31,,0,0,
49,2019-06-30,,0,1,
49,2019-09-30,,0,1,
49,2019-12-31,,0,1,
49,2020-03-31,,0,1,
49,2020-06-30,,1,0,npl_spike
49,2020-09-30,,0,0,
49,2020-12-31,,0,0,
49,2021-03-31,,0,0,
49,2021-06-30,,0,0,
49,2021-09-30,,0,0,
49,2021-12-31,,0,0,
49,2022-03-31,,0,0,
49,2022-06-30,,0,0,
49,2022-09-30,,0,0,
49,2022-12-31,,0,0,
49,2023-03-31,,0,0,
49,2023-06-30,,0,0,
49,2023-09-30,,0,0,
49,2023-12-31,,0,0,
49,2024-03-31,,0,0,
49,2024-06-30,,0,0,
49,2024-09-30,,0,0,
49,2024-12-31,,0,0,
49,2025-03-31,,0,0,
50,2017-03-31,,0,0,
50,2017-06-30,,0,0,
50,2017-09-30,,0,0,
50,2017-12-31,,0,0,
50,2018-03-31,,0,0,
50,2018-06-30,,0,0,
50,2018-09-30,,0,0,
50,2018-12-31,,0,0,
50,2019-03-31,,0,0,
50,2019-06-30,,0,0,
50,2019-09-30,,0,0,
50,2019-12-31,,0,0,
50,2020-03-31,,0,0,
50,2020-06-30,,0,0,
50,2020-09-30,,0,0,
50,2020-12-31,,0,0,
50,2021-03-31,,0,0,
50,2021-06-30,,0,0,
50,2021-09-30,,0,0,
50,2021-12-31,,0,0,
50,2022-03-31,,0,0,
50,2022-06-30,,0,0,
50,2022-09-30,,0,0,
50,2022-12-31,,0,0,
50,2023-03-31,,0,0,
50,2023-06-30,,0,0,
50,2023-09-30,,0,0,
50,2023-12-31,,0,0,
50,2024-03-31,,0,0,
50,2024-06-30,,0,0,
50,2024-09-30,,0,0,
50,2024-12-31,,0,0,
50,2025-03-31,,0,0,
51,2017-03-31,,0,0,
51,2017-06-30,,0,0,
51,2017-09-30,,0,0,
51,2017-12-31,,0,0,
51,2018-03-31,,0,0,
51,2018-06-30,,0,0,
51,2018-09-30,,0,0,
51,2018-12-31,,0,0,
51,2019-03-31,,0,0,
51,2019-06-30,,0,0,
51,2019-09-30,,0,0,
51,2019-12-31,,0,0,
51,2020-03-31,,0,0,
51,2020-06-30,,0,0,
51,2020-09-30,,0,0,
51,2020-12-31,,0,0,
51,2021-03-31,,0,0,
51,2021-06-30,,0,0,
51,2021-09-30,,0,0,
51,2021-12-31,,0,0,
51,2022-03-31,,0,0,
51,2022-06-30,,0,0,
51,2022-09-30,,0,0,
51,2022-12-31,,0,0,
51,2023-03-31,,0,0,
51,2023-06-30,,0,0,
51,2023-09-30,,0,0,
51,2023-12-31,,0,0,
51,2024-03-31,,0,0,
51,2024-06-30,,0,0,
51,2024-09-30,,0,0,
51,2024-12-31,,0,0,
51,2025-03-31,,0,0,
52,2017-03-31,,0,0,
52,2017-06-30,,0,0,
52,2017-09-30,,0,0,
52,2017-12-31,,0,0,
52,2018-03-31,,0,0,
52,2018-06-30,,0,0,
52,2018-09-30,,0,0,
52,2018-12-31,,0,0,
52,2019-03-31,,0,0,
52,2019-06-30,,0,0,
52,2019-09-30,,0,0,
52,2019-12-31,,0,0,
52,2020-03-31,,0,0,
52,2020-06-30,,0,0,
52,2020-09-30,,0,0,
52,2020-12-31,,0,0,
52,2021-03-31,,0,0,
52,2021-06-30,,0,0,
52,2021-09-30,,0,0,
52,2021-12-31,,0,0,
52,2022-03-31,,0,0,
52,2022-06-30,,0,0,
52,2022-09-30,,0,0,
52,2022-12-31,,0,0,
52,2023-03-31,,0,0,
52,2023-06-30,,0,1,
52,2023-09-30,,0,1,
52,2023-12-31,,0,1,
52,2024-03-31,,0,1,
52,2024-06-30,,1,0,deposit_outflow
52,2024-09-30,,0,0,
52,2024-12-31,,0,0,
52,2025-03-31,,0,0,
54,2017-03-31,,0,0,
54,2017-06-30,,0,0,
54,2017-09-30,,0,0,
54,2017-12-31,,0,0,
54,2018-03-31,,0,0,
54,2018-06-30,,0,0,
54,2018-09-30,,0,0,
54,2018-12-31,,0,0,
54,2019-03-31,,0,0,
54,2019-06-30,,0,0,
54,2019-09-30,,0,0,
54,2019-12-31,,0,0,
54,2020-03-31,,0,0,
54,2020-06-30,,0,0,
54,2020-09-30,,0,0,
54,2020-12-31,,0,0,
54,2021-03-31,,0,0,
54,2021-06-30,,0,0,
54,2021-09-30,,0,0,
54,2021-12-31,,0,0,
54,2022-03-31,,0,0,
54,2022-06-30,,0,0,
54,2022-09-30,,0,0,
54,2022-12-31,,0,0,
54,2023-03-31,,0,0,
54,2023-06-30,,0,0,
54,2023-09-30,,0,0,
54,2023-12-31,,0,0,
54,2024-03-31,,0,0,
54,2024-06-30,,0,0,
54,2024-09-30,,0,0,
54,2024-12-31,,0,0,
54,2025-03-31,,0,0,
58,2017-03-31,,0,0,
58,2017-06-30,,0,0,
58,2017-09-30,,0,0,
58,2017-12-31,,0,0,
58,2018-03-31,,0,0,
58,2018-06-30,,0,0,
58,2018-09-30,,0,0,
58,2018-12-31,,0,0,
58,2019-03-31,,0,0,
58,2019-06-30,,0,0,
58,2019-09-30,,0,0,
58,2019-12-31,,0,0,
58,2020-03-31,,0,0,
58,2020-06-30,,0,0,
58,2020-09-30,,0,0,
58,2020-12-31,,0,0,
58,2021-03-31,,0,0,
58,2021-06-30,,0,0,
58,2021-09-30,,0,0,
58,2021-12-31,,0,0,
58,2022-03-31,,0,0,
58,2022-06-30,,0,0,
58,2022-09-30,,0,0,
58,2022-12-31,,0,0,
58,2023-03-31,,0,0,
58,2023-06-30,,0,0,
58,2023-09-30,,0,0,
58,2023-12-31,,0,0,
58,2024-03-31,,0,0,
58,2024-06-30,,0,0,
58,2024-09-30,,0,0,
58,2024-12-31,,0,0,
58,2025-03-31,,0,0,
70,2017-03-31,,0,0,
70,2017-06-30,,0,0,
70,2017-09-30,,0,0,
70,2017-12-31,,0,0,
70,2018-03-31,,0,0,
70,2018-06-30,,0,0,
70,2018-09-30,,0,0,
70,2018-12-31,,0,0,
70,2019-03-31,,0,0,
70,2019-06-30,,0,0,
70,2019-09-30,,0,0,
70,2019-12-31,,0,0,
70,2020-03-31,,0,0,
70,2020-06-30,,0,0,
70,2020-09-30,,0,1,
70,2020-12-31,,0,1,
70,2021-03-31,,0,1,
70,2021-06-30,,0,1,
70,2021-09-30,,1,1,npl_spike
70,2021-12-31,,0,1,
70,2022-03-31,,1,0,npl_spike
70,2022-06-30,,0,0,
70,2022-09-30,,0,0,
70,2022-12-31,,0,0,
70,2023-03-31,,0,0,
70,2023-06-30,,0,1,
70,2023-09-30,,0,1,
70,2023-12-31,,0,1,
70,2024-03-31,,0,1,
70,2024-06-30,,1,0,npl_spike
70,2024-09-30,,0,0,
70,2024-12-31,,0,0,
70,2025-03-31,,0,0,
72,2017-03-31,,0,0,
72,2017-06-30,,0,0,
72,2017-09-30,,0,0,
72,2017-12-31,,0,0,
72,2018-03-31,,0,0,
72,2018-06-30,,0,0,
72,2018-09-30,,0,0,
72,2018-12-31,,0,0,
72,2019-03-31,,0,0,
72,2019-06-30,,0,0,
72,2019-09-30,,0,0,
72,2019-12-31,,0,0,
72,2020-03-31,,0,0,
72,2020-06-30,,0,0,
72,2020-09-30,,0,0,
72,2020-12-31,,0,0,
72,2021-03-31,,0,0,
72,2021-06-30,,0,0,
72,2021-09-30,,0,0,
72,2021-12-31,,0,0,
72,2022-03-31,,0,0,
72,2022-06-30,,0,0,
72,2022-09-30,,0,0,
72,2022-12-31,,0,0,
72,2023-03-31,,0,0,
72,2023-06-30,,0,0,
72,2023-09-30,,0,0,
72,2023-12-31,,0,0,
72,2024-03-31,,0,0,
72,2024-06-30,,0,0,
72,2024-09-30,,0,0,
72,2024-12-31,,0,0,
72,2025-03-31,,0,0,
77,2017-03-31,,0,0,
77,2017-06-30,,0,0,
77,2017-09-30,,0,0,
77,2017-12-31,,0,0,
77,2018-03-31,,0,0,
77,2018-06-30,,0,0,
77,2018-09-30,,0,0,
77,2018-12-31,,0,0,
77,2019-03-31,,0,0,
77,2019-06-30,,0,0,
77,2019-09-30,,0,0,
77,2019-12-31,,0,0,
77,2020-03-31,,0,0,
77,2020-06-30,,0,0,
77,2020-09-30,,0,0,
77,2020-12-31,,0,0,
77,2021-03-31,,0,0,
77,2021-06-30,,0,0,
77,2021-09-30,,0,0,
77,2021-12-31,,0,0,
77,2022-03-31,,0,0,
77,2022-06-30,,0,0,
77,2022-09-30,,0,0,
77,2022-12-31,,0,0,
77,2023-03-31,,0,0,
77,2023-06-30,,0,0,
77,2023-09-30,,0,0,
77,2023-12-31,,0,0,
77,2024-03-31,,0,0,
77,2024-06-30,,0,0,
77,2024-09-30,,0,0,
77,2024-12-31,,0,0,
77,2025-03-31,,0,0,
81,2017-03-31,,0,0,
81,2017-06-30,,0,0,
81,2017-09-30,,0,0,
81,2017-12-31,,0,0,
81,2018-03-31,,0,0,
81,2018-06-30,,0,0,
81,2018-09-30,,0,0,
81,2018-12-31,,0,0,
81,2019-03-31,,0,0,
81,2019-06-30,,0,0,
81,2019-09-30,,0,0,
81,2019-12-31,,0,0,
81,2020-03-31,,0,0,
81,2020-06-30,,0,0,
81,2020-09-30,,0,0,
81,2020-12-31,,0,0,
81,2021-03-31,,0,0,
81,2021-06-30,,0,0,
81,2021-09-30,,0,0,
81,2021-12-31,,0,0,
81,2022-03-31,,0,0,
81,2022-06-30,,0,0,
81,2022-09-30,,0,0,
81,2022-12-31,,0,0,
81,2023-03-31,,0,0,
81,2023-06-30,,0,0,
81,2023-09-30,,0,0,
81,2023-12-31,,0,0,
81,2024-03-31,,0,0,
81,2024-06-30,,0,0,
81,2024-09-30,,0,0,
81,2024-12-31,,0,0,
81,2025-03-31,,0,0,
88,2017-03-31,,0,0,
88,2017-06-30,,0,0,
88,2017-09-30,,0,0,
88,2017-12-31,,0,0,
88,2018-03-31,,0,0,
88,2018-06-30,,0,0,
88,2018-09-30,,0,0,
88,2018-12-31,,0,0,
88,2019-03-31,,0,0,
88,2019-06-30,,0,0,
88,2019-09-30,,0,0,
88,2019-12-31,,0,0,
88,2020-03-31,,0,0,
88,2020-06-30,,0,0,
88,2020-09-30,,0,0,
88,2020-12-31,,0,0,
88,2021-03-31,,0,0,
88,2021-06-30,,0,0,
88,2021-09-30,,0,0,
88,2021-12-31,,0,0,
88,2022-03-31,,0,0,
88,2022-06-30,,0,0,
88,2022-09-30,,0,0,
88,2022-12-31,,0,0,
88,2023-03-31,,0,0,
88,2023-06-30,,0,0,
88,2023-09-30,,0,0,
88,2023-12-31,,0,0,
88,2024-03-31,,0,0,
88,2024-06-30,,0,0,
88,2024-09-30,,0,0,
88,2024-12-31,,0,0,
88,2025-03-31,,0,1,
89,2017-03-31,,0,0,
89,2017-06-30,,0,0,
89,2017-09-30,,0,0,
89,2017-12-31,,0,0,
89,2018-03-31,,0,0,
89,2018-06-30,,0,0,
89,2018-09-30,,0,0,
89,2018-12-31,,0,0,
89,2019-03-31,,0,0,
89,2019-06-30,,0,0,
89,2019-09-30,,0,0,
89,2019-12-31,,0,0,
89,2020-03-31,,0,0,
89,2020-06-30,,0,0,
89,2020-09-30,,0,0,
89,2020-12-31,,0,0,
89,2021-03-31,,0,0,
89,2021-06-30,,0,0,
89,2021-09-30,,0,0,
89,2021-12-31,,0,0,
89,2022-03-31,,0,0,
89,2022-06-30,,0,0,
89,2022-09-30,,0,0,
89,2022-12-31,,0,0,
89,2023-03-31,,0,0,
89,2023-06-30,,0,0,
89,2023-09-30,,0,0,
89,2023-12-31,,0,0,
89,2024-03-31,,0,0,
89,2024-06-30,,0,0,
89,2024-09-30,,0,0,
89,2024-12-31,,0,0,
89,2025-03-31,,0,0,
90,2017-03-31,,0,0,
90,2017-06-30,,0,0,
90,2017-09-30,,0,0,
90,2017-12-31,,0,0,
90,2018-03-31,,0,0,
90,2018-06-30,,0,0,
90,2018-09-30,,0,0,
90,2018-12-31,,0,0,
90,2019-03-31,,0,0,
90,2019-06-30,,0,0,
90,2019-09-30,,0,0,
90,2019-12-31,,0,0,
90,2020-03-31,,0,0,
90,2020-06-30,,0,0,
90,2020-09-30,,0,0,
90,2020-12-31,,0,0,
90,2021-03-31,,0,0,
90,2021-06-30,,0,0,
90,2021-09-30,,0,0,
90,2021-12-31,,0,0,
90,2022-03-31,,0,0,
90,2022-06-30,,0,0,
90,2022-09-30,,0,0,
90,2022-12-31,,0,0,
90,2023-03-31,,0,0,
90,2023-06-30,,0,0,
90,2023-09-30,,0,0,
90,2023-12-31,,0,0,
90,2024-03-31,,0,1,
90,2024-06-30,,0,1,
90,2024-09-30,,0,1,
90,2024-12-31,,0,1,
90,2025-03-31,,1,0,npl_spike
93,2017-03-31,,0,0,
93,2017-06-30,,0,0,
93,2017-09-30,,0,0,
93,2017-12-31,,0,0,
93,2018-03-31,,0,0,
93,2018-06-30,,0,0,
93,2018-09-30,,0,0,
93,2018-12-31,,0,0,
93,2019-03-31,,0,0,
93,2019-06-30,,0,0,
93,2019-09-30,,0,0,
93,2019-12-31,,0,0,
93,2020-03-31,,0,0,
93,2020-06-30,,0,0,
93,2020-09-30,,0,0,
93,2020-12-31,,0,0,
93,2021-03-31,,0,0,
93,2021-06-30,,0,0,
93,2021-09-30,,0,0,
93,2021-12-31,,0,0,
93,2022-03-31,,0,0,
93,2022-06-30,,0,0,
93,2022-09-30,,0,0,
93,2022-12-31,,0,0,
93,2023-03-31,,0,0,
93,2023-06-30,,0,0,
93,2023-09-30,,0,0,
93,2023-12-31,,0,0,
93,2024-03-31,,0,0,
93,2024-06-30,,0,0,
93,2024-09-30,,0,0,
93,2024-12-31,,0,0,
93,2025-03-31,,0,0,
94,2017-03-31,,0,0,
94,2017-06-30,,0,0,
94,2017-09-30,,0,0,
94,2017-12-31,,0,0,
94,2018-03-31,,0,0,
94,2018-06-30,,0,0,
94,2018-09-30,,0,0,
94,2018-12-31,,0,0,
94,2019-03-31,,0,0,
94,2019-06-30,,0,0,
94,2019-09-30,,0,0,
94,2019-12-31,,0,0,
94,2020-03-31,,0,0,
94,2020-06-30,,0,0,
94,2020-09-30,,0,1,
94,2020-12-31,,0,1,
94,2021-03-31,,0,1,
94,2021-06-30,,0,1,
94,2021-09-30,,1,0,deposit_outflow
94,2021-12-31,,0,0,
94,2022-03-31,,0,0,
94,2022-06-30,,0,0,
94,2022-09-30,,0,0,
94,2022-12-31,,0,0,
94,2023-03-31,,0,0,
99,2017-03-31,,0,0,
99,2017-06-30,,0,0,
99,2017-09-30,,0,0,
99,2017-12-31,,0,0,
99,2018-03-31,,0,0,
99,2018-06-30,,0,0,
99,2018-09-30,,0,0,
99,2018-12-31,,0,0,
99,2019-03-31,,0,0,
99,2019-06-30,,0,0,
99,2019-09-30,,0,0,
99,2019-12-31,,0,0,
99,2020-03-31,,0,0,
99,2020-06-30,,0,0,
99,2020-09-30,,0,0,
99,2020-12-31,,0,0,
99,2021-03-31,,0,0,
99,2021-06-30,,0,0,
99,2021-09-30,,0,0,
99,2021-12-31,,0,0,
99,2022-03-31,,0,0,
99,2022-06-30,,0,0,
99,2022-09-30,,0,0,
99,2022-12-31,,0,0,
99,2023-03-31,,0,0,
99,2023-06-30,,0,0,
99,2023-09-30,,0,0,
99,2023-12-31,,0,0,
99,2024-03-31,,0,0,
99,2024-06-30,,0,0,
99,2024-09-30,,0,0,
99,2024-12-31,,0,0,
99,2025-03-31,,0,0,
101,2017-03-31,,0,1,
101,2017-06-30,,0,1,
101,2017-09-30,,0,1,
101,2017-12-31,,1,0,npl_spike
101,2018-03-31,,0,0,
101,2018-06-30,,0,0,
101,2018-09-30,,0,0,
105,2017-03-31,,0,0,
105,2017-06-30,,0,0,
105,2017-09-30,,0,0,
105,2017-12-31,,0,0,
105,2018-03-31,,0,0,
105,2018-06-30,,0,0,
105,2018-09-30,,0,0,
105,2018-12-31,,0,0,
105,2019-03-31,,0,0,
105,2019-06-30,,0,0,
105,2019-09-30,,0,0,
105,2019-12-31,,0,0,
105,2020-03-31,,0,0,
105,2020-06-30,,0,0,
105,2020-09-30,,0,0,
105,2020-12-31,,0,0,
105,2021-03-31,,0,0,
105,2021-06-30,,0,0,
105,2021-09-30,,0,0,
105,2021-12-31,,0,0,
105,2022-03-31,,0,0,
105,2022-06-30,,0,0,
105,2022-09-30,,0,0,
105,2022-12-31,,0,0,
105,2023-03-31,,0,0,
105,2023-06-30,,0,0,
105,2023-09-30,,0,0,
105,2023-12-31,,0,0,
105,2024-03-31,,0,0,
105,2024-06-30,,0,0,
105,2024-09-30,,0,0,
105,2024-12-31,,0,0,
105,2025-03-31,,0,0,
107,2017-03-31,,0,0,
107,2017-06-30,,0,1,
107,2017-09-30,,0,1,
107,2017-12-31,,0,1,
107,2018-03-31,,0,1,
107,2018-06-30,,1,1,npl_spike
107,2018-09-30,,0,1,
107,2018-12-31,,1,0,npl_spike
107,2019-03-31,,0,0,
107,2019-06-30,,0,0,
107,2019-09-30,,0,0,
107,2019-12-31,,0,0,
107,2020-03-31,,0,0,
107,2020-06-30,,0,0,
107,2020-09-30,,0,0,
107,2020-12-31,,0,0,
107,2021-03-31,,0,0,
107,2021-06-30,,0,0,
107,2021-09-30,,0,0,
107,2021-12-31,,0,0,
107,2022-03-31,,0,0,
107,2022-06-30,,0,0,
107,2022-09-30,,0,0,
107,2022-12-31,,0,0,
107,2023-03-31,,0,0,
107,2023-06-30,,0,0,
107,2023-09-30,,0,0,
107,2023-12-31,,0,0,
107,2024-03-31,,0,0,
107,2024-06-30,,0,0,
107,2024-09-30,,0,0,
107,2024-12-31,,0,0,
107,2025-03-31,,0,0,
109,2017-03-31,,0,0,
109,2017-06-30,,0,0,
109,2017-09-30,,0,0,
109,2017-12-31,,0,0,
109,2018-03-31,,0,0,
109,2018-06-30,,0,0,
109,2018-09-30,,0,0,
109,2018-12-31,,0,0,
109,2019-03-31,,0,0,
109,2019-06-30,,0,0,
109,2019-09-30,,0,0,
109,2019-12-31,,0,0,
109,2020-03-31,,0,0,
109,2020-06-30,,0,0,
109,2020-09-30,,0,0,
109,2020-12-31,,0,0,
109,2021-03-31,,0,0,
109,2021-06-30,,0,0,
109,2021-09-30,,0,0,
109,2021-12-31,,0,0,
109,2022-03-31,,0,0,
109,2022-06-30,,0,0,
109,2022-09-30,,0,0,
109,2022-12-31,,0,0,
109,2023-03-31,,0,0,
109,2023-06-30,,0,0,
109,2023-09-30,,0,0,
109,2023-12-31,,0,0,
109,2024-03-31,,0,0,
109,2024-06-30,,0,0,
109,2024-09-30,,0,0,
109,2024-12-31,,0,0,
109,2025-03-31,,0,0,
110,2017-03-31,ozk,0,0,
110,2017-06-30,ozk,0,0,
110,2017-09-30,ozk,0,0,
110,2017-12-31,ozk,0,0,
110,2018-03-31,ozk,0,0,
110,2018-06-30,ozk,0,0,
110,2018-09-30,ozk,0,0,
110,2018-12-31,ozk,0,0,
110,2019-03-31,ozk,0,0,
110,2019-06-30,ozk,0,0,
110,2019-09-30,ozk,0,0,
110,2019-12-31,ozk,0,0,
110,2020-03-31,ozk,0,0,
110,2020-06-30,ozk,0,0,
110,2020-09-30,ozk,0,0,
110,2020-12-31,ozk,0,0,
110,2021-03-31,ozk,0,0,
110,2021-06-30,ozk,0,0,
110,2021-09-30,ozk,0,0,
110,2021-12-31,ozk,0,0,
110,2022-03-31,ozk,0,0,
110,2022-06-30,ozk,0,0,
110,2022-09-30,ozk,0,0,
110,2022-12-31,ozk,0,0,
110,2023-03-31,ozk,0,0,
110,2023-06-30,ozk,0,0,
110,2023-09-30,ozk,0,0,
110,2023-12-31,ozk,0,0,
110,2024-03-31,ozk,0,0,
110,2024-06-30,ozk,0,0,
110,2024-09-30,ozk,0,0,
110,2024-12-31,ozk,0,0,
110,2025-03-31,ozk,0,0,
131,2017-03-31,sbcf,0,0,
131,2017-06-30,sbcf,0,0,
131,2017-09-30,sbcf,0,0,
131,2017-12-31,sbcf,0,0,
131,2018-03-31,sbcf,0,0,
131,2018-06-30,sbcf,0,0,
131,2018-09-30,sbcf,0,0,
131,2018-12-31,sbcf,0,0,
131,2019-03-31,sbcf,0,0,
131,2019-06-30,sbcf,0,0,
131,2019-09-30,sbcf,0,0,
131,2019-12-31,sbcf,0,0,
131,2020-03-31,sbcf,0,0,
131,2020-06-30,sbcf,0,0,
131,2020-09-30,sbcf,0,0,
131,2020-12-31,sbcf,0,0,
131,2021-03-31,sbcf,0,0,
131,2021-06-30,sbcf,0,0,
131,2021-09-30,sbcf,0,0,
131,2021-12-31,sbcf,0,0,
131,2022-03-31,sbcf,0,0,
131,2022-06-30,sbcf,0,0,
131,2022-09-30,sbcf,0,0,
131,2022-12-31,sbcf,0,0,
131,2023-03-31,sbcf,0,0,
131,2023-06-30,sbcf,0,0,
131,2023-09-30,sbcf,0,0,
131,2023-12-31,sbcf,0,0,
131,2024-03-31,sbcf,0,0,
131,2024-06-30,sbcf,0,0,
131,2024-09-30,sbcf,0,0,
131,2024-12-31,sbcf,0,0,
131,2025-03-31,sbcf,0,0,
147,2017-03-31,,0,0,
147,2017-06-30,,0,0,
147,2017-09-30,,0,0,
147,2017-12-31,,0,0,
147,2018-03-31,,0,0,
147,2018-06-30,,0,0,
147,2018-09-30,,0,0,
147,2018-12-31,,0,0,
147,2019-03-31,,0,0,
147,2019-06-30,,0,0,
147,2019-09-30,,0,0,
147,2019-12-31,,0,0,
147,2020-03-31,,0,0,
147,2020-06-30,,0,0,
147,2020-09-30,,0,0,
147,2020-12-31,,0,0,
147,2021-03-31,,0,0,
147,2021-06-30,,0,0,
147,2021-09-30,,0,0,
147,2021-12-31,,0,0,
147,2022-03-31,,0,0,
147,2022-06-30,,0,0,
147,2022-09-30,,0,0,
147,2022-12-31,,0,0,
147,2023-03-31,,0,0,
147,2023-06-30,,0,0,
147,2023-09-30,,0,0,
147,2023-12-31,,0,0,
147,2024-03-31,,0,0,
147,2024-06-30,,0,0,
147,2024-09-30,,0,0,
147,2024-12-31,,0,0,
147,2025-03-31,,0,0,
148,2017-03-31,,0,0,
148,2017-06-30,,0,0,
148,2017-09-30,,0,0,
148,2017-12-31,,0,0,
148,2018-03-31,,0,0,
148,2018-06-30,,0,0,
148,2018-09-30,,0,0,
148,2018-12-31,,0,0,
148,2019-03-31,,0,0,
148,2019-06-30,,0,0,
148,2019-09-30,,0,0,
148,2019-12-31,,0,0,
148,2020-03-31,,0,0,
148,2020-06-30,,0,0,
148,2020-09-30,,0,0,
148,2020-12-31,,0,0,
148,2021-03-31,,0,0,
148,2021-06-30,,0,0,
148,2021-09-30,,0,1,
148,2021-12-31,,0,1,
