id,source,title,text_excerpt,label,comment
1863,edgar,"S&T Bancorp, Inc. 8-K","stba-20260504 0000719220 false 0000719220 2026-05-04 2026-05-04 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT Pursuant to Section 13 OR 15(d) of The Securities Exchange Act of 1934 May 4, 2026 Date of Report (date of earliest event reported) S & T BANCORP, INC (Exact name of registrant as specified in its charter) Pennsylvania 0-12508 25-1434426 (State or other jurisdiction of incorporation or organization) (Commission File Number) (I.R.S. Employer Identification No.) 800 Philadelphia Street Indiana PA 15701 (Address of Principal Executive Offices) (Zip Code) ( 800 ) 325-2265 Registrant's telephone number, including area code (Not applicable) (Former name or former address, if changed since last report.) Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions (see General Instruction A.2. below): ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: Title of each class Trading Symbol(s) Name of each exchange on which registered Common Stock, $2.50 par value STBA NASDAQ Global Select Market Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 7.01 Regulation FD Disclosure. The attached investor presentation contains financial data that members of management will use from time to time during visits with investors, analysts and other interested parties to assist in their understanding of S&T Bancorp, Inc. (“S&T”). This investor presentation is available on S&T’s website at www.stbancorp.com. A copy of the investor presentation is attached as Exhibit 99.1 to this report and is incorporated herein by reference. The information in this Current Report on Form 8-K is being furnished under Item 7.01 and shall not be deemed to be “filed” for the purposes of Section 18 of the Securities and Exchange Act of 1934 (the “Exchange Act”) or otherwise subject to the liabilities of such section, nor shall such information be deemed incorporated by reference in any filing under the Securities Act of 1933 or the Exchange Act, except as shall be expressly set forth by specific reference in such a filing. Item 9.01 Financial Statements and Exhibits. (d) Exhibits. Exhibit No. Description of Exhibit 99.1 Investor Presentation 104 Cover Page Interactive Data File (embedded in the cover page formatted in Inline XBRL) SIGNATURES Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly caused this report to be signed by the undersigned thereunto duly authorized. S & T Bancorp, Inc. /s/ Mark Kochvar February 11, 2026 Mark Kochvar Senior Executive Vice President, Chief Financial Officer",,
93,gdelt,"Outman triple keys five - run inning as Tigers win sixth straight , beating Phillies 10 - 2 – The Morning Sun",,,
21116,gdelt,Commerce Bancshares ( NASDAQ : CBSH ) Downgraded by Wall Street Zen to Sell,,,
1055,gdelt,Global Market : SK Hynix Nasdaq ADR debut raises $26 . 5 billion amid AI chip boom,,,
1462,edgar,"The Goldman Sachs Group, Inc. 10-Q",,,
5260,gdelt,India beaten - down largecaps set to rebound on foreign flows,,,
1690,edgar,"First Hawaiian, Inc. 10-Q",,,
11482,gdelt,"At Pa . Defense Summit , Trump applauds  geniuse and laments fallen I - 81 Trooper Pahira",,,
16753,gdelt,"TeliaSonera ( OTCMKTS : TLSNY ) Announces Quarterly Earnings Results , Beats Estimates By $0 . 01 EPS",,,
289,gdelt,Fidelity National Information Services ( NYSE : FIS ) Stock Rating Upgraded by Barclays,,,
6648,gdelt,Morgan Stanley ( NYSE : MS ) Sets New 52 - Week High – Here Why,,,
1649,edgar,CVB Financial Corp. 10-Q,,,
18366,gdelt,It another dud for Manaea and the Mets in sloppy loss to Phillies,,,
1570,edgar,Atlantic Union Bankshares Corporation 8-K,"ATLANTIC UNION BANKSHARES CORPORATION_May 1, 2026 0000883948 false 0000883948 us-gaap:SeriesAPreferredStockMember 2026-05-01 2026-05-01 0000883948 us-gaap:CommonStockMember 2026-05-01 2026-05-01 0000883948 2026-05-01 2026-05-01 ​ ​ United States SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT Pursuant to Section 13 or 15(d) of The Securities Exchange Act of 1934 Date of Report (Date of earliest event reported): May 1, 2026 ATLANTIC UNION BANKSHARES CORPORATION (Exact name of registrant as specified in its charter) Virginia 001-39325 54-1598552 (State or other jurisdiction (Commission (I.R.S. Employer of incorporation) File Number) Identification No.) ​ 4300 Cox Road Glen Allen , Virginia 23060 (Address of principal executive offices, including Zip Code) Registrant’s telephone number, including area code: (804) 633-5031 Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions (see General Instruction A.2. below): ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: ​ ​ Title of each class ​ Trading Symbol(s) ​ Name of each exchange on which registered Common Stock, par value $1.33 per share ​ AUB ​ New York Stock Exchange Depositary Shares, Each Representing a 1/400 th Interest in a Share of 6.875% Perpetual Non-Cumulative Preferred Stock, Series A ​ AUB.PRA ​ New York Stock Exchange ​ Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ ​ ​ ​ ​ ​ Item 8.01 Other Events. ​ On May 1, 2026, Atlantic Union Bankshares Corporation (the “Company”) announced that it had completed the sale (the “Transaction”) of the Company’s interest (held by the Company’s indirect subsidiary, Union Insurance Group, LLC) in Bearing Insurance Group, LLC to an unaffiliated third party, effective May 1, 2026. Based solely on information available to the Company on the date hereof, the Company estimates that the Company will recognize a pre-tax gain of approximately $32.3 million on the Transaction, which will be included in the Company’s financial results for the second quarter of 2026. ​ Cautionary Note Regarding Forward-Looking Statements ​ Certain statements in Current Report on Form 8-K may constitute “forward-looking statements” within the meaning of the Private Securities Litigation Reform Act of 1995, Section 27A of the Securities Act of 1933, as amended, and Rule 175 promulgated thereunder, and Section 21E of the Securities Exchange Act of 1934, as amended, and Rule 3b-6 promulgated thereunder, which statements involve inherent risks and uncertainties. Examples of forward-looking statements include, but are not limited to, statements regarding the Transaction, including the Company’s expected gain to be recognized on the Transaction. Such statements are often characterized by the use of qualified words (and their derivatives) such as “intend,” “may,” “will,” “potential,” “anticipate,” “could,” “should,” “would,” “believe,” “contemplate,” “expect,” “estimate,” “continue,” “plan,” and “project,” as well as words of similar meaning or other statements concerning",,
856,gdelt,Subprime Auto Loans Just Hit Their Worst Delinquency Rate in 32 Years . Here What It Means for Lenders . ,,,
16330,gdelt,Short Interest in Global X SuperIncome Preferred ETF ( NYSEARCA : SPFF ) Declines By 38 . 0 % ,,,
1445,edgar,"East West Bancorp, Inc. 10-Q",,,
222,gdelt,"John Mellencamp Kicks Off  Greatest Hit Tour : Video , Set List",,,
19801,gdelt,"Bank Stocks Underperform post Q1 : ICICI Bank gains while HDFC Bank , Axis Bank , Kotak Mahindra , Yes Bank decline",,,
9415,gdelt,"Kathy Ruemmler , former top lawyer at Goldman Sachs , calls Epstein  masterful liar  in House probe",,,
20853,gdelt,SpaceX Stock Falls Below Its IPO Price After Wall Street Releases Wildly Bullish Targets,,,
1504,edgar,Northern Trust Corporation 8-K,"ntrs-20260421 0000073124 false 0000073124 2026-04-21 2026-04-21 0000073124 us-gaap:CommonStockMember 2026-04-21 2026-04-21 0000073124 ntrs:DepositarySharesMember 2026-04-21 2026-04-21 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 Date of Report (Date of earliest event reported) April 21, 2026 NORTHERN TRUST CORP ORATION (Exact name of registrant as specified in its charter) Delaware 001-36609 36-2723087 (State or other jurisdiction of incorporation) (Commission File Number) (IRS Employer Identification No.) 50 South LaSalle Street 60603 Chicago, Illinois (Zip Code) (Address of principal executive offices) Registrant’s telephone number, including area code ( 312 ) 630-6000 Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions: ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: Title of each class Trading Symbol Name of each exchange on which registered Common Stock, $1.66 2/3 Par Value NTRS The NASDAQ Stock Market LLC Depositary Shares, each representing 1/1,000th interest in a share of Series E Non-Cumulative Perpetual Preferred Stock NTRSO The NASDAQ Stock Market LLC Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 7.01. Regulation FD Disclosure On April 21, 2026, at approximately 10:30 a.m. (CT), Michael G. O’Grady, Chairman and Chief Executive Officer of the Corporation (the “Corporation”), spoke at the Corporation’s Annual Meeting of Stockholders (the “Annual Meeting”). A webcast of the presentation will be available for replay for 30 days from the presentation date and can be accessed from the “Investor Relations” section of the Corporation’s website at www.northerntrust.com/about-us/investor-relations. Attached as Exhibit 99.1 are the slides that Mr. O’Grady presented at the Annual Meeting. The information in this Form 8-K, including Exhibit 99.1, is being furnished and shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, as amended (the “Exchange Act”), or otherwise subject to the liabilities of that section, nor shall it be deemed to be incorporated by reference in any registration statement or other document filed under the Securities Act of 1933, as amended, or the Exchange Act, except as otherwise stated in such filing. Item 9.01. Financial Statements and Exhibits (d) Exhibits: Exhibit Number Description 99.1 Annual Meeting Slides 104 The cover page from this Current Report on Form 8-K, formatted in Inline XBRL. SIGNATURE Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly caused this report to be signed on its behalf by the undersigned hereunto duly authorized. NORTHERN TRUST CORPORATION (Registrant) Dated: April 21, 2026 By: /s/ Nicole V. Gersch Nicole V. Gersch Senior Vice President, Deputy General Counsel and Corporate Secretary",,
48,gdelt,American Express Breaks Ground on 2 World Trade Center,,,
2615,gdelt,"Justin Bieber to Co - headline the First - Ever FIFA World Cup™ Final Halftime Show with Madonna , Shakira and BTS",,,
8608,gdelt,S & P 500 rebounds as inflation eases and bank earnings remain positive - London Business News,,,
1882,edgar,"Texas Capital Bancshares, Inc. 10-Q",,,
1716,edgar,First Merchants Corporation 8-K,"frme-20260422 0000712534 false 0000712534 2026-04-22 2026-04-22 0000712534 us-gaap:CommonStockMember 2026-04-22 2026-04-22 0000712534 frme:DepositarySharesMember 2026-04-22 2026-04-22 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, DC 20549 FORM 8-K CURRENT REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 DATE OF REPORT (Date of earliest event reported): April 22, 2026 FIRST MERCHANTS CORP ORATION (Exact name of registrant as specified in its charter) Indiana (State or other jurisdiction of incorporation) 001-41342 35-1544218 (Commission File Number) (IRS Employer Identification No.) 200 East Jackson Street P.O. Box 792 Muncie , IN 47305-2814 (Address of principal executive offices, including zip code) ( 765 ) 747-1500 (Registrant's telephone number, including area code) Not Applicable (Former name or former address, if changed since last report) Title of Each Class Trading Symbol(s) Name of each exchange on which registered Common Stock, $0.125 stated value per share FRME The Nasdaq Stock Market LLC Depositary Shares, each representing a 1/100th interest in a share of Non-Cumulative Perpetual Preferred Stock, Series A FRMEP The Nasdaq Stock Market LLC Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions: ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ ITEM 2.02 RESULTS OF OPERATIONS AND FINANCIAL CONDITION. On April 22, 2026, First Merchants Corporation issued a press release to report its financial results for the first quarter ended March 31, 2026. A copy of the press release is furnished as Exhibit 99.1 to this Current Report on Form 8-K. On April 23, 2026, First Merchants Corporation will conduct a first quarter 2026 earnings conference call and webcast at 9:00 a.m. (ET). A copy of the slide presentation utilized on the conference call is furnished as Exhibit 99.2 to this Current Report on Form 8-K. The information in this Current Report on Form 8-K, including Exhibit 99.1 and Exhibit 99.2 hereto, shall not be deemed ""filed"" for purposes of Section 18 of the Securities Exchange Act of 1934, as amended, or otherwise subject to liability of that section. The information in this Current Report shall not be incorporated by reference into any filing or other document pursuant to the Securities Act of 1933, as amended, except as shall be expressly set forth by specific reference in such filing or document. ITEM 9.01 FINANCIAL STATEMENTS AND EXHIBITS. (a) Not applicable. (b) Not applicable. (c) Not applicable. (d) Exhibits. Exhibit 99.1 Press Release, dated April 22, 2026, issued by First Merchants Corporation Exhibit 99.2 Slide Presentation, utilized on April 23, 2026 during conference call and webcast by First Merchants Corporation Exhibit 104 Cover Page Interactive Data File (embedded within the Inline XBRL document) SIGNATURES Pursuant to the requirements of the Securities Exchange Act of 1934, the Registrant has duly caused this report to be signed on its behalf by the undersigned hereunto duly authorized. First Merchants Corp",,
3342,gdelt,Global M & A activity on track to eclipse 2021 deal boom,,,
11768,gdelt,Citigroup Inc . $C Shares Bought by Wealthfront Advisers LLC,,,
10260,gdelt,Walmart and Amazon race to win over rural America with speedier deliveries,,,
1814,edgar,Park National Corporation 10-Q,,,
1730,edgar,"Hope Bancorp, Inc. 8-K","hope-20260521 0001128361 false 0001128361 2025-05-22 2025-05-22 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT Pursuant to Section 13 or 15(d) of The Securities Exchange Act of 1934 May 21, 2026 Date of Report (Date of earliest event reported) HOPE BANCORP, INC. (Exact name of registrant as specified in its charter) Delaware 000-50245 95-4849715 (State of incorporation) (Commission File Number) (I.R.S. Employer Identification No.) 3200 Wilshire Boulevard, Suite 1400 Los Angeles , California 90010 (Address of principal executive offices, including zip code) ( 213 ) 639-1700 (Registrant’s telephone number, including area code) Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions: ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: Common Stock , par value $0.001 per share HOPE NASDAQ Global Select Market (Title of class) (Trading Symbol) (Name of exchange on which registered) Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 5.07 Submission of Matters to a Vote of Security Holders. The 2026 annual meeting of stockholders (the “Annual Meeting”) of Hope Bancorp, Inc. (the “Company”) was held on May 21, 2026, solely online via a live webcast in a virtual meeting format. At the Annual Meeting, the stockholders voted on the following proposals: 1. election of directors; 2. ratification of the appointment of Crowe LLP as the Company’s independent registered public accounting firm for the year ending December 31, 2026; and 3. advisory vote to approve the 2025 compensation paid to the Company’s “Named Executive Officers” as described in the Company’s proxy statement, dated April 10, 2026 (the “Proxy Statement”). As of March 23, 2026, the record date for the Annual Meeting, there were 127,946,655 shares of the Company’s common stock outstanding. A total of 113,267,099 shares of the Company’s common stock were represented and voted at the Annual Meeting constituting 88.53% of the issued and outstanding shares of common stock entitled to vote at the Annual Meeting. The final results of the stockholder votes were as follows: 1. Election of directors of the Company: Votes Cast For Votes Cast Against Abstain Broker Non-Votes Kevin S. Kim 96,785,654 9,944,582 40,806 6,496,057 Dale S. Zuehls 89,757,186 16,922,313 91,543 6,496,057 Donald D. Byun 90,742,010 15,213,168 815,864 6,496,057 Jinho Doo 90,019,896 16,665,504 85,642 6,496,057 Daisy Y. Ha 97,000,135 9,688,578 82,329 6,496,057 Joon Kyung Kim 90,467,846 15,487,328 815,868 6,496,057 Rachel H. Lee 97,336,914 9,333,443 100,685 6,496,057 Takaaki Nakajima 97,456,810 9,211,340 102,892 6,496,057 Guido F. Sacchi 97,501,583 9,175,305 94,154 6,496,057 Each of the nominees listed above was elected to serve as members of the Board until the Company’s next annual meeting of stockholders and until their successors are duly elected and qualified. 2. Ratification of the appointment of Crowe LLP as the Company’s independent registered public accounting firm for the year ending December 31, 202",,
1641,edgar,"Customers Bancorp, Inc. 10-Q",,,
19402,gdelt,Wall Street Brunch : Tesla Reports With Earnings In Full Swing ( undefined : TSLA ) ,,,
248,gdelt,Brave Former Phenom Starter Cut From Cardinals Roster Again,,,
