id,source,title,text_excerpt,label,comment
1861,edgar,"S&T Bancorp, Inc. 8-K","stba-20260512 0000719220 false 0000719220 2026-05-12 2026-05-12 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT Pursuant to Section 13 OR 15(d) of The Securities Exchange Act of 1934 May 12, 2026 Date of Report (date of earliest event reported) S & T BANCORP, INC. (Exact name of registrant as specified in its charter) Pennsylvania 0-12508 25-1434426 (State or other jurisdiction of incorporation or organization) (Commission File Number) (I.R.S. Employer Identification No.) 800 Philadelphia Street Indiana PA 15701 (Address of Principal Executive Offices) (Zip Code) ( 800 ) 325-2265 Registrant's telephone number, including area code (Not applicable) (Former name or former address, if changed since last report.) Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions (see General Instruction A.2. below): ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: Title of each class Trading Symbol(s) Name of each exchange on which registered Common Stock, $2.50 par value STBA The NASDAQ Stock Market LLC Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 5.07 Submission of Matters to a Vote of Security Holders. On May 12, 2026, S&T Bancorp, Inc. (""S&T"") held its 2026 Annual Meeting of Shareholders (""Annual Meeting""). A total of 36,548,632 shares of S&T's common stock were entitled to vote as of February 27, 2026, the record date for the Annual Meeting. There were 30,376,794 shares voted at the Annual Meeting, at which the shareholders were asked to vote on three proposals. Set forth below are the matters acted upon by the shareholders at the Annual Meeting, and the final voting results of each such proposal. Proposal No. 1 Election of Directors The 11 directors named in S&T's proxy statement were elected to serve a one-year term until the next annual meeting of shareholders and until their successors are elected and qualified. FOR WITHHELD BROKER NON-VOTES Lewis W. Adkins, Jr. 25,972,790 470,143 3,933,861 David G. Antolik 25,706,983 735,950 3,933,861 Peter R. Barsz 25,942,817 500,116 3,933,861 Christina A. Cassotis 26,033,257 409,676 3,933,861 Stephanie N. Doliveira 26,306,050 136,883 3,933,861 Michael J. Donnelly 25,216,124 1,226,809 3,933,861 Jeffrey D. Grube 25,741,035 701,898 3,933,861 Peter G. Gurt 25,983,500 459,433 3,933,861 William J. Hieb 26,195,372 247,561 3,933,861 Christopher J. McComish 26,120,115 322,818 3,933,861 Bhaskar Ramachandran 25,985,769 457,164 3,933,861 Proposal No. 2 Ratification of the Selection of Independent Registered Public Accounting Firm for Fiscal Year 2026 The shareholders voted to ratify the selection of Ernst & Young LLP as S&T's independent registered public accounting firm for the fiscal year 2026. The results of the vote were as follows: FOR AGAINST WITHHELD 30,178,173 162,408 36,213 Proposal No. 3 Advisory Vote to Approve Compensation of S&T's Named Executive Officers The shareholders voted to approve the non-binding, advisory proposal on the compensation of S&T's named executive officers. ",,
1595,edgar,Bank of Hawaii Corporation 10-Q,,,
17796,gdelt,"GE Aerospace ( NYSE : GE ) Posts Quarterly Earnings Results , Beats Estimates By $0 . 16 EPS",,,
1831,edgar,Seacoast Banking Corporation of Florida 8-K,"sbcf-20260527 0000730708 false 0000730708 2026-05-27 2026-05-27 UNITED STATES SECURITIES AND EXCHANGE COMMISSION WASHINGTON, DC 20549 FORM 8-K CURRENT REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 Date of report (Date of earliest event reported): May 27, 2026 Seacoast Banking Corporation of Florida (Exact Name of Registrant as Specified in Charter) Florida 000-13660 59-2260678 (State or Other Jurisdiction of Incorporation) (Commission File Number) (IRS Employer Identification No.) 815 Colorado Avenue, Stuart FL 34994 (Address of Principal Executive Offices) (Zip Code) Registrant’s telephone number, including area code ( 772 ) 287-4000 Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions: ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: Title of each class Trading Symbol(s) Name of each exchange on which registered Common Stock, $0.10 par value SBCF Nasdaq Global Select Market Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ SEACOAST BANKING CORPORATION OF FLORIDA Item 5.02 Departure of Directors or Certain Officers; Election of Directors; Appointment of Certain Officers; Compensatory Arrangements of Certain Officers. On May 27, 2026, H. Gilbert Culbreth, Jr. formally notified the Company of his decision to resign from the Board of Directors (the “Board”) of Seacoast Banking Corporation of Florida (“Seacoast” or the “Company”), effective June 15, 2026. Mr. Culbreth will remain on the Board of the Company’s principal operating subsidiary, Seacoast National Bank (the “Bank”). Mr. Culbreth was appointed to the Company’s Board in 2008, and was a member of the Board’s compensation and governance committee at the time of his resignation. Mr. Culbreth’s decision to resign was for personal reasons and was not a result of any disagreement with the Company. The Company is grateful to Mr. Culbreth for his valued service on the Board. SIGNATURE Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly caused this report to be signed on its behalf by the undersigned hereunto duly authorized. SEACOAST BANKING CORPORATION OF FLORIDA Dated: May 29, 2026 /s/ Tracey L. Dexter Tracey L. Dexter Chief Financial Officer",,
14605,gdelt,"AllianceBernstein Global High Income Fund , Inc . ( NYSE : AWF ) Sees Significant Decline in Short Interest",,,
6445,gdelt,Globus Medical ( NYSE : GMED ) Stock Price Down 5 . 4 % on Analyst Downgrade,,,
5210,gdelt,"Preview - Falling gas prices seen pulling US June CPI lower , but Fed unlikely to relax",,,
1541,edgar,Western Alliance Bancorporation 10-Q,,,
1578,edgar,"Axos Financial, Inc. 8-K","ax-20260422 0001299709 false 0001299709 2026-04-22 2026-04-22 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 Date of Report (Date of earliest event reported): April 22, 2026 Axos Financial, Inc. (Exact name of registrant as specified in its charter) Delaware 001-37709 33-0867444 (State or other jurisdiction of incorporation) (Commission File Number) (IRS Employer Identification Number) 9205 West Russell Road, Ste 400 Las Vegas , NV 89148 (Address of principal executive offices and zip code ) Registrant’s telephone number, including area code: ( 858 ) 649-2218 Securities registered pursuant to Section 12(b) of the Act: Title of each class Trading Symbol(s) Name of each exchange on which registered Common stock, $0.01 par value AX New York Stock Exchange Not Applicable (Former name or former address, if changed since last report.) Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions: ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). ☐ Emerging growth company If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 1.01 Entry into a Material Definitive Agreement. On April 22, 2026, Axos Bank (the “Bank”), a subsidiary of Axos Financial, Inc. (the “Registrant”), entered into a purchase and assumption agreement (the “Agreement”) with Capital One, National Association (“Capital One”) to acquire individual retirement accounts (“IRAs”) with an aggregate balance of approximately $3.2 billion deposited into associated savings and certificate of deposit accounts, along with certain assets and liabilities related thereto. Under the Agreement, the Bank will receive cash for the aggregate deposit balance of the acquired IRAs, less a negotiated premium. The acquisition is subject to approval by the Office of the Comptroller of the Currency and is expected to close later in calendar year 2026. The foregoing description of the Agreement is not complete and is qualified in its entirety by reference to the complete text of the Agreement, a copy of which is attached hereto as Exhibit 99.1 and is incorporated herein by reference. Item 9.01 Financial Statements and Exhibits. (d) Exhibits. Exhibit Description 99.1 Deposit Purchase Agreement 104 Cover Page Interactive Data File (embedded within the Inline XBRL document) SIGNATURE Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly caused this report to be signed on its behalf by the undersigned hereunto duly authorized. Axos Financial, Inc. Date: April 23, 2026 By: /s/ Derrick K. Walsh Derrick K. Walsh EVP and Chief Financial Officer",,
1873,edgar,"Stellar Bancorp, Inc. 10-K/A",,,
4541,gdelt,TD Cowen Cuts Intuitive Surgical ( NASDAQ : ISRG ) Price Target to $520 . 00,,,
19966,gdelt,Reformation Launches IPO Of 14 . 06 Mln Shares ; Price To Be Between $15,,,
11860,gdelt,"Steven Barnette Sells 3 , 274 Shares of Regional Management ( NYSE : RM ) Stock",,,
19652,gdelt,Wall Street Zen Upgrades Corning ( NYSE : GLW ) to  Buy  ,,,
16320,gdelt,Construction Partners ( NASDAQ : ROAD ) Shares Gap Up – Time to Buy ? ,,,
20414,gdelt,e . l . f . Beauty ( NYSE : ELF ) Shares Up 5 . 6 % Following Analyst Upgrade,,,
1914,edgar,Valley National Bancorp 8-K,"vly-20260423 0000714310 false 0000714310 2026-04-23 2026-04-23 0000714310 vly:CommonStockNoParValueMember exch:XNAS 2026-04-23 2026-04-23 0000714310 vly:NonCumulativePerpetualPreferredStockSeriesANoParValueMember exch:XNAS 2026-04-23 2026-04-23 0000714310 vly:NonCumulativePerpetualPreferredStockSeriesBNoParValueMember exch:XNAS 2026-04-23 2026-04-23 0000714310 vly:NonCumulativePerpetualPreferredStockSeriesCNoParValueMember exch:XNAS 2026-04-23 2026-04-23 UNITED STATES SECURITIES AND EXCHANGE COMMISSION WASHINGTON, D.C. 20549 FORM 8-K CURRENT REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 Date of report (Date of earliest event reported): April 23, 2026 Valley National Bancorp (Exact Name of Registrant as Specified in Charter) New Jersey 1-11277 22-2477875 (State or Other Jurisdiction of Incorporation) (Commission File Number) (I.R.S. Employer Identification Number) One Penn Plaza, New York, New York 10119 (Address of Principal Executive Offices) (Zip Code) Registrant’s telephone number, including area code ( 973 ) 305-8800 Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions ( see General Instruction A.2. below): ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: Title of each class Trading Symbols Name of exchange on which registered Common Stock, no par value VLY The Nasdaq Stock Market LLC Non-Cumulative Perpetual Preferred Stock, Series A, no par value VLYPP The Nasdaq Stock Market LLC Non-Cumulative Perpetual Preferred Stock, Series B, no par value VLYPO The Nasdaq Stock Market LLC Non-Cumulative Perpetual Preferred Stock, Series C, no par value VLYPN The Nasdaq Stock Market LLC Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933(§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 2.02 Results of Operations and Financial Condition. On April 23, 2026 , Valley National Bancorp (“Valley”) issued a press release announcing Valley’s financial results for the first quarter 2026. A copy of the press release is furnished herewith as Exhibit 99.1. The information in this Item 2.02, including Exhibit 99.1 attached hereto, is being furnished and shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, as amended (the “Exchange Act”), or otherwise subject to the liabilities of that section, nor shall it be incorporated by reference into a filing under the Securities Act of 1933, as amended (the ""Securities Act""), except as shall be expressly set forth by specific reference in such a filing. Item 7.01 Regulation FD Disclosure. Valley is furnishing presentation materials attached hereto as Exhibit 99.2 pursuant to Item 7.01 of Form 8-K. Valley is not undertaking to update these presentation materials. The information in this Item 7.01, including Exhibit 99.2, is being furnished and shall not be deemed “filed” for purposes of Section 18 of the Exchange Act, or otherwise subject to the liabilities of that section, nor shall it be incorporated by reference into a filing under the Securities Act, except as shall be expressly set forth by specific reference in",,
10047,gdelt,AI Fatigue Meets Retail Fury : Goldman Partner Sees Markets Rotate Amid Volatility & CapEx Crunch,,,
21269,gdelt,Viridian Therapeutics ( NASDAQ : VRDN ) Upgraded to Sell at Wall Street Zen,,,
9467,gdelt,Former Obama White House counsel faces House questioning over Epstein ties,,,
23476,gdelt,Dyne Therapeutics Announces Pricing of Upsized $375 Million Public Offering of Common Stock,,,
21651,edgar,Synchrony Financial 8-K,"syf-20260721 0001601712 false 0001601712 2026-07-21 2026-07-21 0001601712 us-gaap:CommonStockMember 2026-07-21 2026-07-21 0001601712 us-gaap:SeriesAPreferredStockMember 2026-07-21 2026-07-21 0001601712 us-gaap:SeriesBPreferredStockMember 2026-07-21 2026-07-21 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 July 21, 2026 Date of Report (Date of earliest event reported) SYNCHRONY FINANCIAL (Exact name of registrant as specified in its charter) Delaware 001-36560 51-0483352 (State or other jurisdiction of incorporation) (Commission File Number) (I.R.S. Employer Identification No.) 777 Long Ridge Road Stamford, Connecticut 06902 (Address of principal executive offices) (Zip Code) ( 203 ) 585-2400 (Registrant’s telephone number, including area code) N/A (Former name or former address, if changed since last report) Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions: ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities Registered Pursuant to Section 12(b) of the Act: Title of each class Trading Symbol(s) Name of each exchange on which registered Common stock, par value $0.001 per share SYF New York Stock Exchange Depositary Shares Each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A SYFPrA New York Stock Exchange Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B SYFPrB New York Stock Exchange Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ¨ Item 2.02 Results of Operations and Financial Condition. On July 21, 2026 , Synchrony Financial (the “Company”) issued a press release setting forth the Company’s second quarter 2026 earnings. A copy of the Company’s press release is being furnished as Exhibit 99.1 and hereby incorporated by reference. The information furnished pursuant to this Item 2.02, including Exhibits, shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934 (the “Exchange Act”) or otherwise subject to the liabilities under that Section and shall not be deemed to be incorporated by reference into any filing of the Company under the Securities Act of 1933 or the Exchange Act. Item 9.01 Financial Statements and Exhibits. (d) Exhibits The following exhibits are being furnished as part of this report: Number Description 99.1 Press release, dated July 21, 2026, issued by Synchrony Financial 99.2 Financial Data Supplement of the Company for the quarter ended June 30, 2026 99.3 Financial Results Presentation of the Company for the quarter ended June 30, 2026 99.4 Explanation of Non-GAAP Measures 104 The cover page from this Current Report on Form 8-K, formatted in Inline XBRL SIGNATURES Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly caused this report to be signed on its behalf by the undersigned hereunto duly authorized. SYNCHRONY FINANCIAL Date: July 21, 2026 ",,
4530,gdelt,Warner Bros . Discovery Target of Unusually High Options Trading ( NASDAQ : WBD ) ,,,
1903,edgar,"United Community Banks, Inc. 10-Q",,,
20389,gdelt,ESAB ( NYSE : ESAB ) Shares Down 5 . 6 % – Time to Sell ? ,,,
24338,gdelt,MIT AI researcher warns replacing Gen Z with automation could be making a billion - dollar mistake | World News,,,
4110,gdelt,Bank of America sees value in gold miners even after cutting 2026 gold price forecast,,,
5549,gdelt,Short Interest in Innovator Equity Defined Protection ETF – 2 Yr to January 2027 ( BATS : TJAN ) Decreases By 55 . 7 % ,,,
9552,gdelt,What Going on With Morgan Stanley Stock Wednesday ? - Morgan Stanley ( NYSE : MS ) ,,,
19234,gdelt,"Man Tried To Rob A Bank With Stolen Kitten , Gets Arrested | Buckeye Country 94 . 3 WMRN - FM",,,
2333,gdelt,PepsiCo had a great quarter except in North America,,,
5587,gdelt,"Fed Waller issues stark warning on inflation , interest rates",,,
15723,edgar,F.N.B. Corporation 8-K,"fnb-20260716 FNB CORP/PA/ 0000037808 false 0000037808 2026-07-16 2026-07-16 UNITED STATES SECURITIES AND EXCHANGE COMMISSION WASHINGTON, D.C. 20549 FORM 8-K CURRENT REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 Date of Report (Date of earliest event reported): July 16, 2026 F.N.B. CORPORATION (Exact name of registrant as specified in its charter) Pennsylvania (State or Other Jurisdiction of Incorporation) 001-31940 25-1255406 (Commission File Number) (IRS Employer Identification No.) 626 Washington Place, Pittsburgh, PA 15219 (Address of Principal Executive Offices) (Zip Code) ( 800 ) 555-5455 (Registrant's telephone number, including area code) N/A (Former name or former address, if changed since last report) Securities registered pursuant to Section 12(b) of the Act: Title of Each Class Trading Symbol(s) Name of Exchange on which Registered Common Stock, par value $0.01 per share FNB New York Stock Exchange Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions (see General Instruction A.2. below): ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ ITEM 2.02 RESULTS OF OPERATIONS AND FINANCIAL CONDITION On July 16, 2026 , F.N.B. Corporation announced financial results for the quarter ended June 30, 2026. A copy of the press release announcing our results for the quarter ended June 30, 2026 is attached hereto as Exhibit 99.1 and incorporated by reference herein. ITEM 9.01. FINANCIAL STATEMENTS AND EXHIBITS (d) Exhibits: Exhibit Number Description 99.1 Press release dated July 16, 2026 announcing the financial results of F.N.B. Corporation for the quarter ended June 30, 2026. 104 Cover Page Interactive Data File (the cover page XBRL tags are embedded within the Inline XBRL document). SIGNATURES Pursuant to the requirements of the Securities Exchange Act of 1934, the registrant has duly caused this report to be signed on its behalf by the undersigned hereunto duly authorized. F.N.B. CORPORATION (Registrant) By: /s/ Vincent J. Calabrese, Jr. Name: Vincent J. Calabrese, Jr. Title: Chief Financial Officer (Principal Financial Officer) Dated: July 17, 2026",,
6453,gdelt,"Wells Fargo & Company ( NYSE : WFC ) Issues Quarterly Earnings Results , Beats Estimates By $0 . 27 EPS",,,
1411,edgar,American Express Company 8-K,"axp-20260615 0000004962 false 0000004962 2026-06-15 2026-06-15 0000004962 us-gaap:CommonStockMember 2026-06-15 2026-06-15 0000004962 axp:FixedToFloatingRateNoteMember 2026-06-15 2026-06-15 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K CURRENT REPORT Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 Date of Report (Date of earliest event reported): June 15, 2026 AMERICAN EXPRESS CO MPANY (Exact name of registrant as specified in its charter) New York 1-7657 13-4922250 (State or other jurisdiction of incorporation) (Commission File Number) (IRS Employer Identification No.) 200 Vesey Street , New York , New York 10285 (Address of principal executive offices and zip code) ( 212 ) 640-2000 (Registrant’s telephone number, including area code) Not Applicable (Former name or former address, if changed since last report) Check the appropriate box below if the Form 8-K filing is intended to simultaneously satisfy the filing obligation of the registrant under any of the following provisions (see General Instruction A.2. below): ☐ Written communications pursuant to Rule 425 under the Securities Act (17 CFR 230.425) ☐ Soliciting material pursuant to Rule 14a-12 under the Exchange Act (17 CFR 240.14a-12) ☐ Pre-commencement communications pursuant to Rule 14d-2(b) under the Exchange Act (17 CFR 240.14d-2(b)) ☐ Pre-commencement communications pursuant to Rule 13e-4(c) under the Exchange Act (17 CFR 240.13e-4(c)) Securities registered pursuant to Section 12(b) of the Act: Title of each class Trading Symbol(s) Name of each exchange on which registered Common Shares (par value $0.20 per Share) AXP New York Stock Exchange 3.433% Fixed-to-Floating Rate Notes due May 20, 2032 AXP32 New York Stock Exchange Indicate by check mark whether the registrant is an emerging growth company as defined in Rule 405 of the Securities Act of 1933 (§230.405 of this chapter) or Rule 12b-2 of the Securities Exchange Act of 1934 (§240.12b-2 of this chapter). Emerging growth company ☐ If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 7.01 Regulation FD Disclosure American Express Company (the “Company”) is hereby furnishing below delinquency and write-off statistics for its U.S. Consumer and U.S. Small Business Card balances held for investment for the months ended May 31, April 30 and March 31, 2026; Card balances classified as held for sale on the Consolidated Balance Sheets are not reflected in the table below. American Express Company U.S. Consumer and U.S. Small Business Delinquency and Write-off Rate Statistics As of and for the months ended May 31, April 30 and March 31, 2026 (Billions, except percentages) May 31, 2026 April 30, 2026 March 31, 2026 U.S. Consumer Card balances : Total Card balances $ 113.8 $ 111.4 $ 110.8 30 days past due as a % of total 1.1 % 1.2 % 1.3 % Average Card balances $ 112.6 $ 111.1 $ 109.1 Net write-off rate – principal only (a) 2.0 % 2.1 % 2.0 % U.S. Small Business Card balances : Total Card balances $ 46.7 $ 45.8 $ 45.2 30 days past due as a % of total 1.4 % 1.5 % 1.6 % Average Card balances $ 46.2 $ 45.5 $ 44.6 Net write-off rate – principal only (a) 2.6 % 2.4 % 2.6 % Total Card balances held for investment – U.S. Consumer and U.S. Small Business $ 160.5 $ 157.2 $ 156.0 (a) Net write-off rate based on principal only (i.e., excluding interest and/or fees). The statistics presented above provide information that is additional to the data reported by the American Express Credit Account Master Trust (the “Lending Trust”) in its monthly Form 10-D report filed with the Securities and Exchange Commission. The Card balances that have been securitized through the Lending Trust, presented below, reflect only revolve-eligible balances and therefore differ from the total U.S. Consumer",,
17814,gdelt,"SteelPeak Wealth LLC Has $2 . 01 Million Stock Holdings in Arista Networks , Inc . $ANET",,,
